CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	growthMedium	measurementPosition	measurementTime	objective	Zelltyp	~File location	
f7fe87fe	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK27	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK27.asc	
1812396	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK28	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK28.asc	
eed39577	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK29	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK29.asc	
3baf7f71	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK3	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK3.asc	
c1320dc2	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK30	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK30.asc	
da817515	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK4	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK4.asc	
35d3c3f4	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK5	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK5.asc	
df551e96	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK6	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK6.asc	
3007a877	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK7	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK7.asc	
c6780c1f	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK8	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK8.asc	
292abafe	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_Medium_60wi_50sec_ZK9	asc	Medium	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_Medium_60wi_50sec_ZK9.asc	
ae5ebd85	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_1	asc	PBS		100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_1.asc	
44d860e7	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_2	asc	PBS		100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_2.asc	
e242df93	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs10	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs10.asc	
97cefa05	2015-03-19, 13:01:32	2015-03-19, 13:01:32	2015-03-19, 13:01:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs3	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs3.asc	
538bafbd	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs4	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs4.asc	
bcd9195c	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs5	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs5.asc	
565fc43e	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs6	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs6.asc	
b90d72df	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs7	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs7.asc	
4f72d6b7	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs8	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs8.asc	
a0206056	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_Cs9	asc	PBS	_Cs	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_Cs9.asc	
510435d7	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK10	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK10.asc	
96b8b393	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK3	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK3.asc	
7796b9f7	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK4	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK4.asc	
98c40f16	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK5	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK5.asc	
7242d274	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK6	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK6.asc	
9d106495	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK7	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK7.asc	
6b6fc0fd	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK8	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK8.asc	
843d761c	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_100sec_ZK9	asc	PBS	_ZK	100sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_100sec_ZK9.asc	
42f97505	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs1	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs1.asc	
3c084491	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs10	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs10.asc	
a87fa867	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs2	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs2.asc	
472d1e86	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs3	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs3.asc	
a60314e2	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs4	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs4.asc	
4951a203	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs5	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs5.asc	
a3d77f61	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs6	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs6.asc	
4c85c980	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs7	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs7.asc	
bafa6de8	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs8	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs8.asc	
55a8db09	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_Cs9	asc	PBS	_Cs	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_Cs9.asc	
66e4634f	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK1	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK1.asc	
aa25f109	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK10	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK10.asc	
8c62be2d	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK2	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK2.asc	
633008cc	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK3	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK3.asc	
821e02a8	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK4	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK4.asc	
6d4cb449	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK5	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK5.asc	
87ca692b	2015-03-19, 13:01:34	2015-03-19, 13:01:34	2015-03-19, 13:01:34	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK6	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK6.asc	
c2911741	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK7	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK7.asc	
34eeb329	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK8	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK8.asc	
dbbc05c8	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_20sec_ZK9	asc	PBS	_ZK	20sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_20sec_ZK9.asc	
3033c6a8	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs1	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs1.asc	
