CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	growthMedium	celltype	measurementPosition	measurementTime	objective	~File location	
a87fe81d	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK11 (7)	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK11 (7).asc	
ebe07ed3	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK11 (8)	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK11 (8).asc	
3c02fe8b	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK11 (9)	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK11 (9).asc	
6cc487fe	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK11	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK11.asc	
63b77e81	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK2	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK2.asc	
8ce5c860	2015-03-19, 13:01:24	2015-03-19, 13:01:24	2015-03-19, 13:01:24	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK3	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK3.asc	
c7c20a8f	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK4	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK4.asc	
2890bc6e	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK5	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK5.asc	
c216610c	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK6	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK6.asc	
2d44d7ed	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK7	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK7.asc	
db3b7385	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK8	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK8.asc	
3469c564	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_Medium_60wi_50sec_ZK9	asc	Medium	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_Medium_60wi_50sec_ZK9.asc	
fefdc144	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs1	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs1.asc	
147b1c26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs2	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs2.asc	
fb29aac7	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs3	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs3.asc	
1a07a0a3	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs4	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs4.asc	
f5551642	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs5	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs5.asc	
1fd3cb20	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs6	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs6.asc	
f0817dc1	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs7	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs7.asc	
6fed9a9	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_Cs8	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_Cs8.asc	
dae0d70e	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK1	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK1.asc	
30660a6c	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK2	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK2.asc	
df34bc8d	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK3	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK3.asc	
3e1ab6e9	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK4	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK4.asc	
d1480008	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK5	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK5.asc	
3bcedd6a	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK6	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK6.asc	
d49c6b8b	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK7	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK7.asc	
22e3cfe3	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK8	asc	PBS	BHKFVII	_ZK	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK8.asc	
865ea98d	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110001	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110001.asc	
6cd874ef	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110002	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110002.asc	
838ac20e	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110003	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110003.asc	
62a4c86a	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110004	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110004.asc	
8df67e8b	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110005	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110005.asc	
6770a3e9	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110006	asc	PBS	BHKFVII	_Cs	100sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_100sec_ZK_Cs9-110006.asc	
8be074d3	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs1	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs1.asc	
75844b8f	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs10	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs10.asc	
6166a9b1	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs2	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs2.asc	
8e341f50	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs3	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs3.asc	
6f1a1534	2015-03-19, 13:01:26	2015-03-19, 13:01:26	2015-03-19, 13:01:26	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs4	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs4.asc	
6097d4e6	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs5	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs5.asc	
8a110984	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs6	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs6.asc	
6543bf65	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs7	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs7.asc	
933c1b0d	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs8	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs8.asc	
7c6eadec	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_Cs9	asc	PBS	BHKFVII	_Cs	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_Cs9.asc	
4f2215aa	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK1	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK1.asc	
3768924	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK10	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK10.asc	
a5a4c8c8	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK2	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK2.asc	
4af67e29	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK3	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK3.asc	
