CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	celltype	suspensionMedium	measurementLocation	measurementTime	lens	~File location	
cfb6fcff	2015-05-08, 07:16:48	2015-06-12, 13:32:59	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP10	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP10.asc	
9475b11e	2015-05-08, 07:16:48	2015-06-12, 13:29:45	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP2	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP2.asc	
5d1754f6	2015-05-08, 07:16:48	2015-06-12, 13:30:10	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP3	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP3.asc	
99283d4e	2015-05-08, 07:16:48	2015-06-12, 13:30:41	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP4	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP4.asc	
ac2cae51	2015-05-08, 07:16:48	2015-06-12, 13:24:17	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP5	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP5.asc	
ed95400b	2015-05-08, 07:16:48	2015-06-12, 13:31:26	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP6	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP6.asc	
24f7a5e3	2015-05-08, 07:16:48	2015-06-12, 13:31:49	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP7	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP7.asc	
8e45daf3	2015-05-08, 07:16:48	2015-06-12, 13:32:13	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP8	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP8.asc	
4602ed01	2015-05-08, 07:16:48	2015-06-12, 13:32:35	2015-05-08, 07:16:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP9	asc	BHKVII	20%Gelatine	_CP	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_CP9.asc	
32667611	2015-05-08, 07:16:50	2015-06-12, 13:33:24	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk1	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk1.asc	
91da15c7	2015-05-08, 07:16:50	2015-06-12, 13:36:59	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk10	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk10.asc	
9abc3d7e	2015-05-08, 07:16:50	2015-06-12, 13:25:10	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk2	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk2.asc	
3f846718	2015-05-08, 07:16:50	2015-06-12, 13:34:13	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk3	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk3.asc	
2926ed2	2015-05-08, 07:16:50	2015-06-12, 13:34:35	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk4	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk4.asc	
cbf08b3a	2015-05-08, 07:16:50	2015-06-12, 13:35:00	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk5	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk5.asc	
943f9038	2015-05-08, 07:16:50	2015-06-12, 13:35:23	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk6	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk6.asc	
e283cf4e	2015-05-08, 07:16:50	2015-06-12, 13:35:47	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk7	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk7.asc	
d451c732	2015-05-08, 07:16:50	2015-06-12, 13:36:11	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk8	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk8.asc	
48af0da4	2015-05-08, 07:16:50	2015-06-12, 13:36:33	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk9	asc	BHKVII	20%Gelatine		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_20%Gelatine_mit_Medium_50sec_100oi_Zk9.asc	
58a8688	2015-05-08, 07:16:50	2015-06-12, 13:29:48	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_BG	asc	BHKVII	5%Gelatine	_BG		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_BG.asc	
2ac47c07	2015-05-08, 07:16:50	2015-06-12, 13:24:48	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan1	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan1.asc	
2d00dc97	2015-05-08, 07:16:50	2015-06-12, 13:33:42	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan10	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan10.asc	
b0cfedc7	2015-05-08, 07:16:50	2015-06-12, 13:30:34	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan2	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan2.asc	
c6f5208	2015-05-08, 07:16:50	2015-06-12, 13:30:57	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan3	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan3.asc	
467e6b54	2015-05-08, 07:16:50	2015-06-12, 13:31:18	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan4	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan4.asc	
f0eee47	2015-05-08, 07:16:50	2015-06-12, 13:31:42	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan5	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan5.asc	
4eb7001d	2015-05-08, 07:16:50	2015-06-12, 13:32:05	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan6	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan6.asc	
d6053e47	2015-05-08, 07:16:50	2015-06-12, 13:32:27	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan7	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan7.asc	
97d006ad	2015-05-08, 07:16:50	2015-06-12, 13:32:50	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan8	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan8.asc	
c430822	2015-05-08, 07:16:50	2015-06-12, 13:33:16	2015-05-08, 07:16:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_07052015_Gelatine_mit_Medium_100oi	BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan9	asc	BHKVII	5%Gelatine	_scan		100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_07052015_Gelatine_mit_Medium_100oi\BHKVII_07052015_5%Gelatine_mit_Medium_100oi_scan9.asc	
