CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	celltype	measurementLocation	measurementPosition	measurementTime	cultureMedium	lens	~File location	
f0f64197	2015-03-31, 10:51:28	2015-03-31, 10:51:28	2015-03-31, 10:51:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK1-16_300320150001 (8)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK1-16_300320150001 (8).asc	
4f7acc0a	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK17_30032015	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK17_30032015.asc	
65263f97	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (1)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (1).asc	
c670b93e	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (2)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (2).asc	
11923966	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (3)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (3).asc	
5bacb22d	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (4)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (4).asc	
8c4e3275	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (5)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (5).asc	
2f18b4dc	2015-03-31, 10:51:30	2015-03-31, 10:51:30	2015-03-31, 10:51:30	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (6)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150001 (6).asc	
7a0cd448	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (1)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (1).asc	
d95a52e1	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (2)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (2).asc	
eb8d2b9	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (3)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (3).asc	
448659f2	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (4)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (4).asc	
9364d9aa	2015-03-31, 10:51:32	2015-03-31, 10:51:32	2015-03-31, 10:51:32	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (5)	asc	BHK_570	_ZK	_ZK	50sec	2,5xCMC	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_2,5xCMC_100oi_50sec_ZK18-29_300320150013 (5).asc	
28305e10	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_BG1	asc	BHK_570	BG		20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_BG1.asc	
91f925aa	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs1	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs1.asc	
fcc447b5	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs10	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs10.asc	
7b7ff8c8	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs2	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs2.asc	
942d4e29	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs3	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs3.asc	
7503444d	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs4	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs4.asc	
9a51f2ac	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs5	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs5.asc	
70d72fce	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs6	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs6.asc	
9f85992f	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs7	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs7.asc	
69fa3d47	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs8	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs8.asc	
86a88ba6	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_Cs9	asc	BHK_570	_Cs	_Cs	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_Cs9.asc	
6ae9f22d	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK10	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK10.asc	
39e8fc22	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK10BG	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK10BG.asc	
5f62ee82	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK2	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK2.asc	
b0305863	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK3	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK3.asc	
511e5207	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK4	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK4.asc	
be4ce4e6	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK5	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK5.asc	
54ca3984	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK6	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK6.asc	
bb988f65	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK7	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK7.asc	
4de72b0d	2015-03-25, 15:21:06	2015-03-25, 15:21:06	2015-03-25, 15:21:06	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK8	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK8.asc	
426aeadf	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_20sec_ZK9	asc	BHK_570	_ZK	_ZK	20sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_20sec_ZK9.asc	
102c5205	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_BG1	asc	BHK_570	BG		50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_BG1.asc	
cece7600	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs10	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs10.asc	
400a4148	2015-03-31, 10:50:48	2015-03-31, 10:50:48	2015-03-31, 10:50:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs10_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs10_300320015.asc	
219cc0e1	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs11	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs11.asc	
b96bbd0a	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs11_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs11_300320015.asc	
cb1a1d83	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs12	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs12.asc	
bbb5ba2d	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs12_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs12_300320015.asc	
2448ab62	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs13	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs13.asc	
c566a106	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs14	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs14.asc	
2a3417e7	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs15	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs15.asc	
80c5126f	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs1_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs1_300320015.asc	
4363f4dd	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs2	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs2.asc	
821b1548	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs2_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs2_300320015.asc	
ac31423c	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs3	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs3.asc	
83aee855	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs3_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs3_300320015.asc	
