CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	growthMedium	celltype	measurementLocation	measurementTime	lens	~File location	
2423f6f5	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs1	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs1.asc	
1be1bfd6	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs10	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs10.asc	
f4b30937	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs11	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs11.asc	
1e35d455	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs12	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs12.asc	
f16762b4	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs13	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs13.asc	
104968d0	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs14	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs14.asc	
ff1bde31	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs15	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs15.asc	
159d0353	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs16	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs16.asc	
facfb5b2	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs17	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs17.asc	
cb011da	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs18	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs18.asc	
e3e2a73b	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs19	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs19.asc	
cea52b97	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs2	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs2.asc	
b8b7397f	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs20	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs20.asc	
21f79d76	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs3	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs3.asc	
c0d99712	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs4	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs4.asc	
2f8b21f3	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs5	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs5.asc	
c50dfc91	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs6	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs6.asc	
2a5f4a70	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs7	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs7.asc	
dc20ee18	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs8	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs8.asc	
337258f9	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_Cs9	asc	_Medium	BHKFVII_570	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_Cs9.asc	
3ee0bf	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK1	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK1.asc	
8dcc0a4e	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK10	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK10.asc	
629ebcaf	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK11	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK11.asc	
ac19dbe4	2015-03-25, 15:21:48	2015-03-25, 15:21:48	2015-03-25, 15:21:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK11BG	asc	_Medium	BHKFVII_570	BG	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK11BG.asc	
881861cd	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK12	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK12.asc	
674ad72c	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK13	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK13.asc	
8664dd48	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK14	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK14.asc	
69366ba9	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK15	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK15.asc	
83b0b6cb	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK16	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK16.asc	
6ce2002a	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK17	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK17.asc	
9a9da442	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK18	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK18.asc	
75cf12a3	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK19	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK19.asc	
eab83ddd	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK2	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK2.asc	
2e9a8ce7	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK20	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK20.asc	
b2606241	2015-03-25, 15:21:48	2015-03-25, 15:21:48	2015-03-25, 15:21:48	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK20BG	asc	_Medium	BHKFVII_570	BG	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK20BG.asc	
5ea8b3c	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK3	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK3.asc	
e4c48158	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK4	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK4.asc	
b9637b9	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK5	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK5.asc	
e110eadb	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK6	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK6.asc	
e425c3a	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK7	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK7.asc	
f83df852	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK8	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK8.asc	
176f4eb3	2015-03-25, 16:06:46	2015-03-25, 16:06:46	2015-03-25, 16:06:46	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKFVII_570_Medium_100oi_50sec_ZK9	asc	_Medium	BHKFVII_570	_ZK	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKFVII_570_Medium_100oi_50sec_ZK9.asc	
53dd8f44	2015-03-31, 10:51:54	2015-03-31, 10:51:54	2015-03-31, 10:51:54	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_1-15BG_26032015	asc	_1xCMC	BHKVII	BG	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_1-15BG_26032015.asc	
7253c4b0	2015-03-31, 10:51:56	2015-03-31, 10:51:56	2015-03-31, 10:51:56	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_1-15_260320150020	asc	_1xCMC	BHKVII		50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_1-15_260320150020.asc	
6ba58ae8	2015-03-31, 10:51:56	2015-03-31, 10:51:56	2015-03-31, 10:51:56	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_1-6BG_30032015	asc	_1xCMC	BHKVII	BG	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_1-6BG_30032015.asc	
26f53cb9	2015-03-31, 10:51:58	2015-03-31, 10:51:58	2015-03-31, 10:51:58	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_7-14BG_30032015	asc	_1xCMC	BHKVII	BG	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_7-14BG_30032015.asc	
25d1016e	2015-03-31, 10:51:54	2015-03-31, 10:51:54	2015-03-31, 10:51:54	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_Cs1-15_260320150002 (1)	asc	_1xCMC	BHKVII	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_Cs1-15_260320150002 (1).asc	
868787c7	2015-03-31, 10:51:54	2015-03-31, 10:51:54	2015-03-31, 10:51:54	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHKVII_highproducer_100oi	BHKVII_1xCMC_100oi_50sec_Cs1-15_260320150002 (2)	asc	_1xCMC	BHKVII	_Cs	50sec	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHKVII_highproducer_100oi\BHKVII_1xCMC_100oi_50sec_Cs1-15_260320150002 (2).asc	
